Subject,Event,Session,S2_Condition,Valence,Arousal,Detail,Regret,Control,Own_Eyes_P,Observer_P
30,Event #018,3,Baseline,2,5,4,6,2,6,3
30,Event #019,1,Remember,3,5,5,3,7,7,1
30,Event #019,3,Remember,2,4,4,5,5,6,2
30,Event #020,1,Baseline,3,2,5,6,4,7,1
30,Event #020,3,Baseline,2,5,5,6,4,5,3
30,Event #021,1,Remember,2,2,3,1,2,7,1
30,Event #021,3,Remember,2,2,5,2,2,4,3
30,Event #022,1,Worse,2,1,5,1,6,7,1
30,Event #022,3,Worse,3,4,6,4,4,5,4
30,Event #023,1,Baseline,2,5,7,6,5,7,1
30,Event #023,3,Baseline,1,4,6,7,2,7,2
30,Event #024,1,Baseline,1,7,7,7,4,7,1
30,Event #024,3,Baseline,1,7,7,7,1,7,2
30,Event #025,1,Remember,1,6,6,7,2,7,1
30,Event #025,3,Remember,1,6,6,7,1,7,2
30,Event #026,1,Remember,4,5,5,7,7,7,1
30,Event #026,3,Remember,3,5,4,5,5,4,2
30,Event #027,1,Remember,2,4,7,5,4,7,1
30,Event #027,3,Remember,2,6,6,4,3,6,2
30,Event #028,1,Better,5,2,7,2,1,7,1
30,Event #028,3,Better,5,6,6,3,3,7,1
30,Event #029,1,Remember,3,2,7,1,1,7,1
30,Event #029,3,Remember,3,5,5,4,4,6,2
30,Event #030,1,Worse,3,2,7,5,4,7,1
30,Event #030,3,Worse,2,5,6,5,4,5,1
30,Event #031,1,Remember,3,2,7,5,4,7,1
30,Event #031,3,Remember,1,5,6,7,5,7,1
30,Event #032,1,Worse,2,1,4,3,2,7,1
30,Event #032,3,Worse,1,2,5,3,2,7,1
30,Event #033,1,Better,2,1,4,4,1,7,1
30,Event #033,3,Better,2,6,4,4,2,6,3
30,Event #034,1,Worse,2,4,6,5,1,7,1
30,Event #034,3,Worse,2,5,5,6,4,6,3
30,Event #035,1,Worse,4,2,6,2,3,7,1
30,Event #035,3,Worse,3,5,5,4,3,6,2
30,Event #036,1,Baseline,7,2,7,1,7,7,1
30,Event #036,3,Baseline,5,5,5,2,6,6,1
30,Event #037,1,Remember,1,3,6,2,3,7,1
30,Event #037,3,Remember,3,5,3,3,3,5,4
30,Event #038,1,Better,1,3,6,3,3,7,1
30,Event #038,3,Better,2,5,5,5,2,6,3
30,Event #039,1,Baseline,3,2,4,5,5,7,1
30,Event #039,3,Baseline,2,5,3,6,5,5,2
30,Event #040,1,Worse,4,1,7,4,6,7,1
30,Event #040,3,Worse,3,5,5,5,2,5,4
30,Event #041,1,Better,3,2,7,5,7,7,1
30,Event #041,3,Better,2,4,6,5,4,6,1
30,Event #042,1,Better,3,1,7,1,5,7,1
30,Event #042,3,Better,3,2,5,4,4,5,2
30,Event #043,1,Remember,5,5,7,4,3,7,2
30,Event #043,3,Remember,4,5,4,3,2,5,4
30,Event #044,1,Remember,5,5,7,2,4,7,2
30,Event #044,3,Remember,5,4,4,2,4,3,4
30,Event #045,1,Worse,3,3,7,2,7,7,1
30,Event #045,3,Worse,4,1,4,1,6,6,3
30,Event #046,1,Observer,1,4,7,1,3,7,2
30,Event #046,3,Observer,2,5,4,4,1,4,3
30,Event #047,1,Observer,3,1,7,1,4,7,1
30,Event #047,3,Observer,2,4,5,3,2,7,2
30,Event #048,1,Observer,2,6,7,6,6,7,1
30,Event #048,3,Observer,2,5,5,7,4,7,2
30,Event #049,1,Remember,3,4,7,1,6,7,2
30,Event #049,3,Remember,4,4,5,4,4,5,4
30,Event #050,1,Remember,2,3,7,6,4,7,1
30,Event #050,3,Remember,2,5,5,6,3,6,2
30,Event #051,1,Better,6,2,7,2,6,7,1
30,Event #051,3,Better,4,5,4,2,3,6,2
30,Event #052,1,Remember,3,5,6,2,2,7,1
30,Event #052,3,Remember,2,5,4,4,2,5,2
30,Event #053,1,Remember,4,4,6,2,2,7,1
30,Event #053,3,Remember,3,2,3,3,2,5,1
30,Event #054,1,Worse,4,4,6,1,2,7,1
30,Event #054,3,Worse,3,4,4,3,1,5,2
30,Event #055,1,Worse,2,5,7,4,1,7,1
30,Event #055,3,Worse,2,5,4,4,2,4,3
30,Event #056,1,Observer,4,2,7,1,5,7,1
30,Event #056,3,Observer,4,3,5,1,2,6,3
30,Event #057,1,Baseline,5,1,6,1,2,7,1
30,Event #057,3,Baseline,3,2,5,3,2,6,3
30,Event #058,1,Better,3,1,6,1,2,7,1
30,Event #058,3,Better,2,2,4,4,4,6,2
30,Event #059,1,Observer,1,2,7,5,3,7,1
30,Event #059,3,Observer,1,5,3,6,2,5,1
30,Event #060,1,Better,1,3,7,5,3,7,1
30,Event #060,3,Better,1,6,5,6,2,7,2
30,Event #061,1,Remember,2,6,7,7,4,7,1
30,Event #061,3,Remember,1,6,6,7,3,7,2
30,Event #062,1,Better,1,5,4,4,2,7,1
30,Event #062,3,Better,1,6,5,6,2,6,1
30,Event #063,1,Observer,1,6,7,6,4,7,1
30,Event #063,3,Observer,2,6,6,6,1,6,2
30,Event #064,1,Remember,3,2,4,4,2,6,2
30,Event #064,3,Remember,2,5,4,4,3,5,4
30,Event #065,1,Baseline,2,3,7,1,2,7,1
30,Event #065,3,Baseline,3,5,5,3,3,5,4
30,Event #066,1,Baseline,2,3,5,1,4,7,1
30,Event #066,3,Baseline,3,4,3,4,2,5,1
30,Event #067,1,Observer,2,3,6,1,4,7,1
30,Event #067,3,Observer,2,5,4,4,5,5,3
30,Event #068,1,Worse,2,2,5,2,5,7,1
30,Event #068,3,Worse,2,3,4,4,3,4,3
30,Event #069,1,Worse,2,2,4,3,3,7,1
30,Event #069,3,Worse,1,4,5,4,3,5,2
30,Event #070,1,Better,3,1,5,1,1,7,1
30,Event #070,3,Better,3,4,5,4,2,5,3
30,Event #071,1,Baseline,2,1,6,2,1,7,1
30,Event #071,3,Baseline,2,5,4,5,2,4,2
30,Event #072,1,Better,2,3,6,6,1,7,1
30,Event #072,3,Better,2,6,5,6,2,6,5
30,Event #073,1,Remember,2,2,5,5,1,7,1
30,Event #073,3,Remember,3,2,4,5,3,5,2
30,Event #074,1,Better,1,5,6,6,2,7,1
30,Event #074,3,Better,2,6,5,6,2,6,3
30,Event #075,1,Baseline,3,2,5,2,1,6,2
30,Event #075,3,Baseline,2,4,3,3,2,5,3
30,Event #076,1,Better,2,1,6,5,4,7,1
30,Event #076,3,Better,3,3,5,2,2,6,2
30,Event #077,1,Better,2,2,5,5,4,7,1
30,Event #077,3,Better,3,2,3,6,3,5,2
30,Event #078,1,Better,2,5,6,5,2,7,1
30,Event #078,3,Better,3,6,6,4,3,6,3
30,Event #079,1,Observer,6,1,6,1,2,7,1
30,Event #079,3,Observer,2,5,6,5,3,6,2
30,Event #080,1,Observer,2,3,6,6,2,7,1
30,Event #080,3,Observer,3,5,5,6,3,6,3
30,Event #081,1,Better,2,3,5,5,3,7,1
30,Event #081,3,Better,2,5,5,6,3,6,1
30,Event #082,1,Baseline,2,2,5,5,3,7,1
30,Event #082,3,Baseline,2,2,4,6,3,6,1
30,Event #083,1,Observer,4,1,4,4,3,7,1
30,Event #083,3,Observer,2,2,4,5,4,5,2
30,Event #084,1,Observer,2,5,7,7,7,7,2
30,Event #084,3,Observer,2,7,6,7,6,6,1
30,Event #085,1,Baseline,3,2,4,4,1,7,1
30,Event #085,3,Baseline,2,5,5,4,1,5,2
30,Event #086,1,Better,2,3,6,7,3,7,1
30,Event #086,3,Better,1,5,6,5,3,5,3
30,Event #087,1,Remember,3,1,6,2,7,7,1
30,Event #087,3,Remember,3,1,4,2,2,5,2
30,Event #088,1,Remember,2,1,3,2,3,7,1
30,Event #088,3,Remember,3,5,4,3,3,5,3
30,Event #089,1,Better,4,1,4,2,7,7,1
30,Event #089,3,Better,4,4,3,2,6,5,2
30,Event #090,1,Observer,6,1,4,1,7,7,1
30,Event #090,3,Observer,5,3,3,1,6,6,2
30,Event #091,1,Worse,3,3,5,3,5,7,2
30,Event #091,3,Worse,3,4,4,3,5,4,3
30,Event #092,1,Worse,2,5,7,3,3,7,1
30,Event #092,3,Worse,2,5,5,4,3,6,2
30,Event #093,1,Observer,2,5,7,3,3,7,1
30,Event #093,3,Observer,1,4,6,2,2,5,1
30,Event #094,1,Remember,3,5,7,2,2,7,1
30,Event #094,3,Remember,2,4,4,2,2,4,2
30,Event #095,1,Baseline,2,3,3,2,1,6,2
30,Event #095,3,Baseline,2,4,2,3,2,4,3
30,Event #096,1,Worse,2,6,6,5,1,7,1
30,Event #096,3,Worse,2,4,4,5,3,5,1
30,Event #097,1,Observer,3,3,7,5,1,7,1
30,Event #097,3,Observer,2,4,6,5,2,5,2
30,Event #098,1,Observer,2,4,7,2,1,7,1
30,Event #098,3,Observer,2,5,5,2,2,7,2
30,Event #099,1,Worse,3,2,6,6,3,7,1
30,Event #099,3,Worse,1,6,4,6,5,6,3
30,Event #100,1,Better,3,5,6,6,2,7,1
30,Event #100,3,Better,2,6,6,6,1,5,1
30,Event #101,1,Worse,3,4,7,6,1,7,1
30,Event #101,3,Worse,3,4,5,2,4,6,3
30,Event #102,1,Remember,4,1,7,1,7,7,1
30,Event #102,3,Remember,3,2,6,2,2,6,2
30,Event #103,1,Better,3,1,7,3,6,7,1
30,Event #103,3,Better,3,4,5,5,3,5,2
30,Event #104,1,Observer,3,2,7,2,6,7,1
30,Event #104,3,Observer,3,3,3,4,4,3,4
30,Event #105,1,Worse,3,2,7,3,7,7,1
30,Event #105,3,Worse,4,5,5,5,6,6,2
30,Event #106,1,Observer,4,2,7,1,1,7,1
30,Event #106,3,Observer,3,3,3,4,2,5,2
30,Event #107,1,Better,3,4,7,2,1,7,1
30,Event #107,3,Better,2,3,4,3,4,5,3
30,Event #108,1,Observer,2,6,7,3,1,7,1
30,Event #108,3,Observer,2,4,6,3,1,7,2
30,Event #109,1,Remember,4,1,6,1,3,7,1
30,Event #109,3,Remember,4,2,5,4,3,5,2
30,Event #110,1,Remember,3,1,5,1,2,7,1
30,Event #110,3,Remember,3,3,3,3,3,5,3
30,Event #111,1,Observer,3,1,5,1,2,7,1
30,Event #111,3,Observer,2,4,5,4,4,6,2
30,Event #112,1,Worse,1,4,5,7,3,7,1
30,Event #112,3,Worse,2,4,5,5,2,3,2
30,Event #113,1,Better,3,2,6,1,1,7,1
30,Event #113,3,Better,2,5,6,4,3,6,3
30,Event #114,1,Baseline,3,1,6,1,1,7,1
30,Event #114,3,Baseline,3,5,6,1,2,6,2
30,Event #115,1,Worse,3,5,7,1,3,7,1
30,Event #115,3,Worse,2,6,5,4,5,4,3
30,Event #116,1,Baseline,3,3,7,3,1,7,1
30,Event #116,3,Baseline,2,2,5,3,2,6,3
30,Event #117,1,Observer,4,1,5,6,5,7,1
30,Event #117,3,Observer,5,5,6,4,5,7,2
30,Event #118,1,Baseline,4,2,7,7,6,7,1
30,Event #118,3,Baseline,2,5,5,7,3,7,1
30,Event #119,1,Worse,1,6,7,6,6,7,1
30,Event #119,3,Worse,2,6,6,7,3,7,2
30,Event #120,1,Observer,2,4,6,7,7,7,1
30,Event #120,3,Observer,1,4,4,5,4,5,3
32,Event #001,1,Baseline,5,2,4,2,6,7,1
32,Event #001,3,Baseline,3,1,5,5,3,7,1
32,Event #002,1,Baseline,5,1,3,1,3,7,2
32,Event #002,3,Baseline,3,1,5,4,2,7,1
32,Event #003,1,Worse,2,5,7,6,7,7,1
32,Event #003,3,Worse,1,2,6,5,3,7,1
32,Event #004,1,Baseline,3,3,5,7,3,7,2
32,Event #004,3,Baseline,1,2,6,7,4,7,2
32,Event #005,1,Observer,2,2,5,6,6,7,1
32,Event #005,3,Observer,2,2,6,6,4,7,1
32,Event #006,1,Worse,1,5,7,7,4,7,1
32,Event #006,3,Worse,1,3,6,6,3,7,1
32,Event #007,1,Better,5,1,6,5,4,7,1
32,Event #007,3,Better,3,1,5,5,2,7,1
32,Event #008,1,Observer,5,2,7,6,4,6,3
32,Event #008,3,Observer,2,1,6,5,4,5,5
32,Event #009,1,Baseline,2,3,5,1,1,7,1
32,Event #009,3,Baseline,1,2,6,4,1,7,1
32,Event #010,1,Baseline,3,1,5,2,1,7,1
32,Event #010,3,Baseline,3,1,5,4,1,7,1
32,Event #011,1,Worse,5,1,4,3,3,7,1
32,Event #011,3,Worse,3,1,5,5,4,7,1
32,Event #012,1,Baseline,2,3,5,6,6,7,1
32,Event #012,3,Baseline,1,3,5,6,4,7,1
32,Event #013,1,Baseline,3,3,5,4,3,7,1
32,Event #013,3,Baseline,1,3,6,5,3,7,1
32,Event #014,1,Observer,3,1,6,5,6,7,1
32,Event #014,3,Observer,1,3,5,6,5,7,2
32,Event #015,1,Remember,2,3,5,3,5,7,1
32,Event #015,3,Remember,1,2,5,5,4,7,1
32,Event #016,1,Worse,4,1,5,3,5,7,1
32,Event #016,3,Worse,2,1,6,5,2,7,1
32,Event #017,1,Better,4,1,5,6,6,7,1
32,Event #017,3,Better,1,1,5,6,4,7,1
32,Event #018,1,Baseline,5,1,4,2,2,7,1
32,Event #018,3,Baseline,2,1,4,4,2,7,1
32,Event #019,1,Remember,4,3,5,2,2,7,1
32,Event #019,3,Remember,2,1,5,5,3,7,1
32,Event #020,1,Baseline,5,1,7,4,5,7,1
32,Event #020,3,Baseline,4,1,5,4,4,7,1
32,Event #021,1,Remember,4,1,6,3,1,7,1
32,Event #021,3,Remember,2,2,5,3,4,7,2
32,Event #022,1,Worse,3,2,6,5,3,7,1
32,Event #022,3,Worse,1,2,5,5,2,7,1
32,Event #023,1,Baseline,4,1,7,3,1,7,1
32,Event #023,3,Baseline,3,1,5,4,2,7,1
32,Event #024,1,Baseline,2,2,7,2,6,7,1
32,Event #024,3,Baseline,1,3,6,3,5,7,1
32,Event #025,1,Remember,2,1,5,5,4,7,1
32,Event #025,3,Remember,1,1,5,6,3,7,1
32,Event #026,1,Remember,2,1,7,2,1,7,1
32,Event #026,3,Remember,2,2,5,2,1,7,1
32,Event #027,1,Remember,2,2,6,4,1,7,1
32,Event #027,3,Remember,2,1,5,5,1,7,1
32,Event #028,1,Better,2,3,5,5,5,7,1
32,Event #028,3,Better,2,1,5,4,3,7,1
32,Event #029,1,Remember,1,2,4,7,6,7,1
32,Event #029,3,Remember,1,2,6,5,4,7,1
32,Event #030,1,Worse,3,2,6,1,3,7,1
32,Event #030,3,Worse,2,1,6,3,2,7,1
32,Event #031,1,Remember,1,3,7,7,4,7,1
32,Event #031,3,Remember,3,1,6,6,3,7,1
32,Event #032,1,Worse,3,1,4,4,1,7,1
32,Event #032,3,Worse,2,1,5,4,1,7,1
32,Event #033,1,Better,4,1,6,4,3,7,1
32,Event #033,3,Better,2,1,5,5,4,7,2
32,Event #034,1,Worse,2,1,5,6,6,7,1
32,Event #034,3,Worse,2,2,5,6,5,7,1
32,Event #035,1,Worse,2,3,6,6,5,7,1
32,Event #035,3,Worse,1,2,6,5,4,7,1
32,Event #036,1,Baseline,3,1,7,4,6,7,1
32,Event #036,3,Baseline,3,1,5,5,4,7,1
32,Event #037,1,Remember,3,1,6,3,6,7,1
32,Event #037,3,Remember,1,2,5,6,5,7,1
32,Event #038,1,Better,1,2,7,6,5,7,1
32,Event #038,3,Better,1,1,5,5,4,7,1
32,Event #039,1,Baseline,3,1,7,5,2,7,1
32,Event #039,3,Baseline,3,1,4,6,5,7,1
32,Event #040,1,Worse,2,2,6,1,1,6,3
32,Event #040,3,Worse,2,2,5,4,1,7,4
32,Event #041,1,Better,3,1,5,3,1,7,1
32,Event #041,3,Better,3,1,5,4,1,7,1
32,Event #042,1,Better,4,1,7,6,3,7,1
32,Event #042,3,Better,3,1,6,5,1,7,1
32,Event #043,1,Remember,2,1,5,2,1,7,1
32,Event #043,3,Remember,2,1,5,2,1,7,1
32,Event #044,1,Remember,4,1,5,3,2,7,1
32,Event #044,3,Remember,2,2,4,4,3,7,1
32,Event #045,1,Worse,2,2,6,4,3,7,1
32,Event #045,3,Worse,2,1,5,3,2,7,1
32,Event #046,1,Observer,2,2,6,2,5,7,1
32,Event #046,3,Observer,2,2,6,4,4,7,1
32,Event #047,1,Observer,4,1,7,5,2,7,1
32,Event #047,3,Observer,3,2,6,6,4,7,1
32,Event #048,1,Observer,2,2,5,6,6,7,1
32,Event #048,3,Observer,2,2,5,5,5,7,1
32,Event #049,1,Remember,3,1,6,5,5,7,1
32,Event #049,3,Remember,2,1,5,5,4,7,1
32,Event #050,1,Remember,3,1,6,7,3,7,1
32,Event #050,3,Remember,2,1,5,6,3,7,1
32,Event #051,1,Better,2,1,5,4,3,7,1
32,Event #051,3,Better,3,1,4,4,6,7,2
32,Event #052,1,Remember,1,2,6,5,5,7,1
32,Event #052,3,Remember,2,1,5,5,4,7,1
32,Event #053,1,Remember,3,1,4,3,1,7,1
32,Event #053,3,Remember,2,1,5,3,1,7,1
32,Event #054,1,Worse,2,1,5,7,5,7,1
32,Event #054,3,Worse,2,1,5,6,6,7,1
32,Event #055,1,Worse,2,1,5,6,2,7,1
32,Event #055,3,Worse,2,1,5,6,3,7,1
32,Event #056,1,Observer,3,1,6,5,4,7,1
32,Event #056,3,Observer,3,1,5,4,4,7,2
32,Event #057,1,Baseline,3,1,6,3,1,7,1
32,Event #057,3,Baseline,2,1,5,5,1,7,1
32,Event #058,1,Better,2,1,7,3,1,7,1
32,Event #058,3,Better,1,1,6,2,1,7,1
32,Event #059,1,Observer,5,1,6,4,5,5,6
32,Event #059,3,Observer,4,1,6,3,3,5,7
32,Event #060,1,Better,2,1,4,2,3,7,1
32,Event #060,3,Better,2,1,4,5,3,7,1
32,Event #061,1,Remember,1,2,5,3,4,7,1
32,Event #061,3,Remember,1,2,5,5,4,7,1
32,Event #062,1,Better,3,1,5,2,4,7,1
32,Event #062,3,Better,2,1,4,5,4,7,1
32,Event #063,1,Observer,3,1,4,5,4,7,1
32,Event #063,3,Observer,3,1,5,5,4,7,1
32,Event #064,1,Remember,1,3,6,3,1,7,1
32,Event #064,3,Remember,1,2,5,4,1,7,1
32,Event #065,1,Baseline,1,3,6,7,3,7,1
32,Event #065,3,Baseline,1,3,6,5,4,7,1
32,Event #066,1,Baseline,2,2,6,6,4,7,1
32,Event #066,3,Baseline,1,2,5,5,4,7,1
32,Event #067,1,Observer,3,1,4,2,2,7,1
32,Event #067,3,Observer,3,1,5,5,1,7,2
32,Event #068,1,Worse,1,2,5,4,3,7,1
32,Event #068,3,Worse,2,1,4,5,4,7,1
32,Event #069,1,Worse,2,2,5,5,5,7,1
32,Event #069,3,Worse,2,1,5,5,5,7,1
32,Event #070,1,Better,3,1,4,3,3,7,1
32,Event #070,3,Better,3,1,5,4,5,7,2
32,Event #071,1,Baseline,2,2,5,5,6,7,1
32,Event #071,3,Baseline,2,1,5,6,3,7,1
32,Event #072,1,Better,2,2,4,6,4,7,1
32,Event #072,3,Better,1,2,5,6,5,7,2
32,Event #073,1,Remember,2,3,5,4,2,7,1
32,Event #073,3,Remember,3,2,5,4,1,7,1
32,Event #074,1,Better,3,1,4,3,5,7,1
32,Event #074,3,Better,3,1,4,3,4,7,2
32,Event #075,1,Baseline,2,2,5,5,3,7,1
32,Event #075,3,Baseline,2,1,5,5,3,7,1
32,Event #076,1,Better,4,1,7,5,5,7,1
32,Event #076,3,Better,2,1,5,5,4,7,2
32,Event #077,1,Better,3,1,7,5,1,7,1
32,Event #077,3,Better,3,1,5,5,2,7,1
32,Event #078,1,Better,2,1,7,3,2,7,1
32,Event #078,3,Better,2,1,5,6,4,7,1
32,Event #079,1,Observer,2,1,5,4,2,7,1
32,Event #079,3,Observer,2,1,5,6,3,7,3
32,Event #080,1,Observer,2,1,6,7,1,7,1
32,Event #080,3,Observer,2,1,6,6,4,7,1
32,Event #081,1,Better,3,1,5,6,3,7,1
32,Event #081,3,Better,3,1,5,5,5,7,1
32,Event #082,1,Baseline,3,1,6,6,2,7,1
32,Event #082,3,Baseline,3,1,5,5,3,7,1
32,Event #083,1,Observer,3,1,5,2,1,7,1
32,Event #083,3,Observer,3,1,4,3,2,7,1
32,Event #084,1,Observer,3,1,4,4,1,7,1
32,Event #084,3,Observer,2,1,4,5,1,7,2
32,Event #085,1,Baseline,2,1,4,5,4,7,1
32,Event #085,3,Baseline,3,1,5,4,3,7,1
32,Event #086,1,Better,1,2,4,7,5,7,1
32,Event #086,3,Better,2,1,5,5,3,7,1
32,Event #087,1,Remember,2,1,5,6,5,7,1
32,Event #087,3,Remember,2,2,5,6,4,7,1
32,Event #088,1,Remember,2,1,5,3,5,7,1
32,Event #088,3,Remember,2,2,5,4,4,7,1
32,Event #089,1,Better,3,1,5,5,4,7,1
32,Event #089,3,Better,2,1,4,6,4,7,1
32,Event #090,1,Observer,1,2,7,4,3,7,1
32,Event #090,3,Observer,2,1,6,5,4,7,1
32,Event #091,1,Worse,2,2,6,5,2,7,1
32,Event #091,3,Worse,2,2,5,4,4,7,2
32,Event #092,1,Worse,3,1,5,2,1,7,1
32,Event #092,3,Worse,2,1,5,1,1,7,1
32,Event #093,1,Observer,3,1,6,3,2,7,1
32,Event #093,3,Observer,4,1,5,3,4,7,1
32,Event #094,1,Remember,2,1,6,2,1,7,1
32,Event #094,3,Remember,2,1,5,4,1,7,1
32,Event #095,1,Baseline,3,1,6,5,3,7,1
32,Event #095,3,Baseline,3,1,6,6,4,7,1
32,Event #096,1,Worse,2,2,5,6,5,7,1
32,Event #096,3,Worse,2,1,5,6,5,7,1
32,Event #097,1,Observer,1,2,5,3,4,7,1
32,Event #097,3,Observer,2,1,5,3,4,7,1
32,Event #098,1,Observer,1,2,7,7,6,7,1
32,Event #098,3,Observer,2,2,4,6,5,7,1
32,Event #099,1,Worse,3,1,6,5,4,7,1
32,Event #099,3,Worse,3,1,5,6,5,7,1
32,Event #100,1,Better,3,1,5,5,2,7,1
32,Event #100,3,Better,2,1,5,4,4,7,1
32,Event #101,1,Worse,3,1,7,5,2,7,1
32,Event #101,3,Worse,3,1,5,2,3,7,7
32,Event #102,1,Remember,1,3,7,6,3,7,1
32,Event #102,3,Remember,2,1,5,5,4,7,1
32,Event #103,1,Better,2,1,7,7,3,7,1
32,Event #103,3,Better,2,1,6,5,3,7,1
32,Event #104,1,Observer,3,1,7,6,4,7,1
32,Event #104,3,Observer,3,1,6,6,4,7,1
32,Event #105,1,Worse,3,1,7,6,1,7,1
32,Event #105,3,Worse,3,1,5,6,3,7,1
32,Event #106,1,Observer,1,2,5,4,1,7,1
32,Event #106,3,Observer,1,2,5,3,1,7,1
32,Event #107,1,Better,1,4,6,6,2,7,1
32,Event #107,3,Better,2,2,5,5,3,7,1
32,Event #108,1,Observer,2,1,5,6,3,7,1
32,Event #108,3,Observer,3,1,5,6,4,7,1
32,Event #109,1,Remember,3,1,6,3,1,7,1
32,Event #109,3,Remember,3,1,5,4,1,7,1
32,Event #110,1,Remember,3,1,4,5,1,7,1
32,Event #110,3,Remember,3,1,5,5,4,7,1
32,Event #111,1,Observer,3,1,6,5,3,7,1
32,Event #111,3,Observer,3,1,6,4,4,7,1
32,Event #112,1,Worse,3,1,4,4,3,7,1
32,Event #112,3,Worse,3,1,4,5,5,7,2
32,Event #113,1,Better,2,1,4,4,1,7,1
32,Event #113,3,Better,2,1,4,4,1,7,1
32,Event #114,1,Baseline,2,1,5,3,1,7,1
32,Event #114,3,Baseline,1,2,5,4,3,7,1
32,Event #115,1,Worse,3,1,6,3,1,7,1
32,Event #115,3,Worse,3,1,4,3,3,7,1
32,Event #116,1,Baseline,3,1,7,5,1,5,4
32,Event #116,3,Baseline,3,1,4,6,5,7,1
32,Event #117,1,Observer,3,1,6,2,1,7,1
32,Event #117,3,Observer,3,1,4,2,2,7,1
32,Event #118,1,Baseline,3,1,6,2,1,7,1
32,Event #118,3,Baseline,1,2,5,4,2,7,3
32,Event #119,1,Worse,2,1,5,4,2,7,1
32,Event #119,3,Worse,3,1,4,3,2,7,1
32,Event #120,1,Observer,3,1,6,3,1,7,1
32,Event #120,3,Observer,2,1,5,3,1,7,1
33,Event #001,1,Better,1,5,7,5,5,7,2
33,Event #001,3,Better,2,4,7,3,2,7,3
33,Event #002,1,Baseline,4,4,7,6,7,6,3
33,Event #002,3,Baseline,2,3,5,4,3,6,3
33,Event #003,1,Observer,5,5,6,7,7,7,3
33,Event #003,3,Observer,1,4,5,5,3,5,4
33,Event #004,1,Baseline,1,6,7,1,1,7,2
33,Event #004,3,Baseline,2,6,7,3,1,7,2
33,Event #005,1,Better,3,5,7,3,2,6,2
33,Event #005,3,Better,1,5,6,4,2,5,3
33,Event #006,1,Observer,7,2,7,1,5,6,3
33,Event #006,3,Observer,5,3,7,2,5,6,2
33,Event #007,1,Better,5,2,7,1,1,5,4
33,Event #007,3,Better,3,1,6,3,2,6,3
33,Event #008,1,Remember,6,1,6,6,7,7,1
33,Event #008,3,Remember,6,3,7,5,4,6,3
33,Event #009,1,Remember,4,2,6,3,5,6,2
33,Event #009,3,Remember,5,2,5,4,5,6,3
33,Event #010,1,Observer,4,1,5,7,5,6,2
33,Event #010,3,Observer,3,1,7,1,3,6,2
33,Event #011,1,Worse,4,2,4,5,3,5,3
33,Event #011,3,Worse,3,1,6,4,2,5,2
33,Event #012,1,Remember,3,3,3,5,2,5,3
33,Event #012,3,Remember,2,2,5,3,3,5,3
33,Event #013,1,Baseline,2,4,5,4,3,6,2
33,Event #013,3,Baseline,3,3,6,3,2,6,3
33,Event #014,1,Remember,1,4,5,2,4,6,2
33,Event #014,3,Remember,3,2,7,3,1,6,3
33,Event #015,1,Worse,1,5,6,1,1,7,1
33,Event #015,3,Worse,3,5,6,3,2,6,1
33,Event #016,1,Baseline,1,5,5,1,1,7,1
33,Event #016,3,Baseline,4,5,5,1,1,5,3
33,Event #017,1,Baseline,4,3,5,7,5,6,1
33,Event #017,3,Baseline,3,4,6,6,3,5,3
33,Event #018,1,Better,3,1,4,2,7,7,1
33,Event #018,3,Better,4,1,5,4,6,5,2
33,Event #019,1,Observer,2,4,7,4,7,7,1
33,Event #019,3,Observer,1,5,5,4,3,5,2
33,Event #020,1,Worse,2,5,6,3,5,7,1
33,Event #020,3,Worse,4,3,5,1,3,5,2
33,Event #021,1,Baseline,6,2,6,4,5,5,3
33,Event #021,3,Baseline,4,1,5,3,1,6,2
33,Event #022,1,Better,5,3,6,5,5,7,1
33,Event #022,3,Better,4,3,6,3,2,7,2
33,Event #023,1,Worse,3,1,4,1,6,5,3
33,Event #023,3,Worse,4,1,5,1,4,6,3
33,Event #024,1,Baseline,4,2,6,1,1,6,2
33,Event #024,3,Baseline,4,2,6,2,2,6,4
33,Event #025,1,Better,3,2,5,1,1,7,1
33,Event #025,3,Better,4,2,4,1,2,5,4
33,Event #026,1,Better,4,1,4,1,1,6,2
33,Event #026,3,Better,4,3,3,1,2,4,5
33,Event #027,1,Better,4,2,4,1,1,6,2
33,Event #027,3,Better,4,3,4,1,1,3,5
33,Event #028,1,Baseline,3,2,6,3,2,7,1
33,Event #028,3,Baseline,4,2,4,2,1,5,3
33,Event #029,1,Worse,3,2,7,1,1,7,1
33,Event #029,3,Worse,4,1,5,2,1,4,3
33,Event #030,1,Better,5,1,5,1,3,6,1
33,Event #030,3,Better,4,1,4,2,2,6,4
33,Event #031,1,Baseline,1,5,7,7,7,7,1
33,Event #031,3,Baseline,2,2,5,7,6,5,2
33,Event #032,1,Worse,3,3,6,5,6,7,1
33,Event #032,3,Worse,4,2,5,2,3,7,3
33,Event #033,1,Worse,3,3,7,3,3,7,1
33,Event #033,3,Worse,4,3,6,1,2,5,3
33,Event #034,1,Observer,2,2,6,7,7,7,1
33,Event #034,3,Observer,3,2,6,6,6,4,4
33,Event #035,1,Observer,2,2,5,3,5,7,1
33,Event #035,3,Observer,4,1,6,1,5,4,2
33,Event #036,1,Remember,1,5,6,4,6,7,1
